event,fighter_1,fighter_2,result,event_id,cc_match,fighter_1_elo_start,fighter_2_elo_start,fighter_1_elo_end,fighter_2_elo_end
UFC 26: Ultimate Field Of Dreams,Ian Freeman,Nate Schroeder,win,30,247,980.0,1000.0,1001.15,978.85
UFC 26: Ultimate Field Of Dreams,Jens Pulver,Joao Roque,win,30,248,1029.42,1000.0,1047.73,981.69
UFC 26: Ultimate Field Of Dreams,Matt Hughes,Marcelo Aguiar,win,30,249,1018.92,1000.0,1037.83,981.09
UFC 26: Ultimate Field Of Dreams,Amaury Bitetti,Alex Andrade,win,30,250,983.42,1000.0,1004.37,979.05
UFC 26: Ultimate Field Of Dreams,Pat Miletich,John Alessio,win,30,251,1091.21,1000.0,1106.08,985.13
UFC 26: Ultimate Field Of Dreams,Tyrone Roberts,David Dodd,win,30,252,1000.0,978.93,1018.79,960.14
UFC 26: Ultimate Field Of Dreams,Kevin Randleman,Pedro Rizzo,win,30,253,1023.98,1080.97,1047.23,1057.72
UFC 27: Ultimate Bad Boyz,Brad Gumm,CJ Fernandes,draw,31,254,980.0,1000.0,990.58,989.42
UFC 27: Ultimate Bad Boyz,Jeff Monson,Tim Lajcik,win,31,255,1000.0,991.53,1019.51,972.02
UFC 27: Ultimate Bad Boyz,Ian Freeman,Tedd Williams,win,31,256,1001.15,1018.78,1022.16,997.77
UFC 27: Ultimate Bad Boyz,Yuki Kondo,Alexandre Dantas,win,31,257,1000.0,1000.0,1020.0,980.0
UFC 27: Ultimate Bad Boyz,Fabiano Iha,Laverne Clark,win,31,258,963.25,1073.39,989.39,1047.25
UFC 27: Ultimate Bad Boyz,Jeremy Horn,Eugene Jackson,win,31,259,1025.81,1015.6,1045.22,996.19
UFC 27: Ultimate Bad Boyz,Maurice Smith,Bobby Hoffman,win,31,260,1028.65,1000.0,1047.0,981.65
UFC 27: Ultimate Bad Boyz,Pedro Rizzo,Dan Severn,win,31,261,1057.72,1113.52,1080.9,1090.34
UFC 28: High Stakes,Ben Earwood,Chris Lytle,win,32,262,1000.0,1000.0,1020.0,980.0
UFC 28: High Stakes,Mark Hughes,Alex Stiebling,win,32,263,1000.0,1000.0,1020.0,980.0
UFC 28: High Stakes,Jens Pulver,John Lewis,win,32,264,1047.73,1020.0,1066.14,1001.59
UFC 28: High Stakes,Andrei Arlovski,Aaron Brink,win,32,265,1000.0,1000.0,1020.0,980.0
UFC 28: High Stakes,Josh Barnett,Gan McGee,win,32,266,1000.0,1000.0,1020.0,980.0
UFC 28: High Stakes,Renato Sobral,Maurice Smith,win,32,267,1000.0,1047.0,1022.69,1024.31
UFC 28: High Stakes,Randy Couture,Kevin Randleman,win,32,268,1080.38,1047.23,1098.48,1029.13
UFC 29: Defense of the Belts,Chuck Liddell,Jeff Monson,win,33,269,1018.11,1019.51,1038.19,999.43
UFC 29: Defense of the Belts,Dennis Hallman,Matt Hughes,win,33,270,1000.0,1037.83,1022.17,1015.66
UFC 29: Defense of the Belts,Evan Tanner,Lance Gibson,win,33,271,1038.85,1020.0,1057.77,1001.08
UFC 29: Defense of the Belts,Fabiano Iha,Daiju Takase,win,33,272,989.39,960.42,1007.73,942.08
UFC 29: Defense of the Belts,Matt Lindland,Yoji Anjo,win,33,273,1000.0,961.31,1017.78,943.53
UFC 29: Defense of the Belts,Pat Miletich,Kenichi Yamamoto,win,33,274,1106.08,1038.88,1122.26,1022.7
UFC 29: Defense of the Belts,Tito Ortiz,Yuki Kondo,win,33,275,1048.93,1020.0,1067.27,1001.66
UFC 30: Battle on the Boardwalk,Sean Sherk,Tiki Ghosn,win,34,276,1000.0,980.0,1018.85,961.15
UFC 30: Battle on the Boardwalk,Phil Baroni,Curtis Stout,win,34,277,1000.0,1000.0,1020.0,980.0
UFC 30: Battle on the Boardwalk,Bobby Hoffman,Mark Robinson,nc,34,278,981.65,1000.0,981.65,1000.0
UFC 30: Battle on the Boardwalk,Pedro Rizzo,Josh Barnett,win,34,279,1080.9,1020.0,1097.43,1003.47
UFC 30: Battle on the Boardwalk,Elvis Sinosic,Jeremy Horn,win,34,280,1000.0,1045.22,1022.59,1022.63
UFC 30: Battle on the Boardwalk,Fabiano Iha,Phil Johns,win,34,281,1007.73,1000.0,1027.29,980.44
UFC 30: Battle on the Boardwalk,Jens Pulver,Caol Uno,win,34,282,1066.14,1000.0,1082.38,983.76
UFC 30: Battle on the Boardwalk,Tito Ortiz,Evan Tanner,win,34,283,1067.27,1057.77,1086.72,1038.32
UFC 31: Locked and Loaded,Tony DeSouza,Steve Berger,win,35,284,1000.0,1000.0,1020.0,980.0
UFC 31: Locked and Loaded,BJ Penn,Joey Gilbert,win,35,285,1000.0,1000.0,1020.0,980.0
UFC 31: Locked and Loaded,Matt Lindland,Ricardo Almeida,win,35,286,1017.78,1000.0,1036.76,981.02
UFC 31: Locked and Loaded,Semmy Schilt,Pete Williams,win,35,287,1000.0,1020.82,1021.2,999.62
UFC 31: Locked and Loaded,Shonie Carter,Matt Serra,win,35,288,1038.85,1000.0,1056.62,982.23
UFC 31: Locked and Loaded,Chuck Liddell,Kevin Randleman,win,35,289,1038.19,1029.13,1057.67,1009.65
UFC 31: Locked and Loaded,Carlos Newton,Pat Miletich,win,35,290,1000.0,1122.26,1026.76,1095.5
UFC 31: Locked and Loaded,Randy Couture,Pedro Rizzo,win,35,291,1098.48,1097.43,1118.42,1077.49
UFC 32: Showdown in the Meadowlands,Tony DeSouza,Paul Rodriguez,win,36,292,1020.0,1000.0,1038.85,981.15
UFC 32: Showdown in the Meadowlands,Ricco Rodriguez,Andrei Arlovski,win,36,293,1000.0,1020.0,1021.15,998.85
UFC 32: Showdown in the Meadowlands,Vladimir Matyushenko,Yuki Kondo,win,36,294,1000.0,1001.66,1020.1,981.56
UFC 32: Showdown in the Meadowlands,Caol Uno,Fabiano Iha,win,36,295,983.76,1027.29,1006.25,1004.8
UFC 32: Showdown in the Meadowlands,Pat Miletich,Shonie Carter,win,36,296,1095.5,1056.62,1113.27,1038.85
UFC 32: Showdown in the Meadowlands,Josh Barnett,Semmy Schilt,win,36,297,1003.47,1021.2,1024.49,1000.18
UFC 32: Showdown in the Meadowlands,BJ Penn,Din Thomas,win,36,298,1020.0,1000.0,1038.85,981.15
UFC 32: Showdown in the Meadowlands,Tito Ortiz,Elvis Sinosic,win,36,299,1086.72,1022.59,1103.07,1006.24
UFC 33: Victory in Vegas,Din Thomas,Fabiano Iha,win,37,300,981.15,1004.8,1002.51,983.44
UFC 33: Victory in Vegas,Ricardo Almeida,Eugene Jackson,win,37,301,981.02,996.19,1001.89,975.32
UFC 33: Victory in Vegas,Jutaro Nakao,Tony DeSouza,win,37,302,1000.0,1038.85,1022.23,1016.62
UFC 33: Victory in Vegas,Dave Menne,Gil Castillo,win,37,303,1018.98,1000.0,1037.89,981.09
UFC 33: Victory in Vegas,Matt Serra,Yves Edwards,win,37,304,982.23,1000.0,1003.25,978.98
UFC 33: Victory in Vegas,Chuck Liddell,Murilo Bustamante,win,37,305,1057.67,1018.86,1075.45,1001.08
UFC 33: Victory in Vegas,Jens Pulver,Dennis Hallman,win,37,306,1082.38,1022.17,1098.95,1005.6
UFC 33: Victory in Vegas,Tito Ortiz,Vladimir Matyushenko,win,37,307,1103.07,1020.1,1118.38,1004.79
UFC 34: High Voltage,Frank Mir,Roberto Traven,win,38,308,1000.0,1020.0,1021.15,998.85
UFC 34: High Voltage,Matt Lindland,Phil Baroni,win,38,309,1036.76,1020.0,1055.8,1000.96
UFC 34: High Voltage,Evan Tanner,Homer Moore,win,38,310,1038.32,1000.0,1056.12,982.2
UFC 34: High Voltage,Josh Barnett,Bobby Hoffman,win,38,311,1024.49,981.65,1042.04,964.1
UFC 34: High Voltage,BJ Penn,Caol Uno,win,38,312,1038.85,1006.25,1056.98,988.12
UFC 34: High Voltage,Matt Hughes,Carlos Newton,win,38,313,1015.66,1026.76,1036.3,1006.12
UFC 34: High Voltage,Ricco Rodriguez,Pete Williams,win,38,314,1021.15,999.62,1039.91,980.86
UFC 34: High Voltage,Randy Couture,Pedro Rizzo,win,38,315,1118.42,1077.49,1136.07,1059.84
UFC 35: Throwdown,Eugene Jackson,Keith Rockel,win,39,316,975.32,1000.0,996.74,978.58
UFC 35: Throwdown,Gil Castillo,Chris Brennan,win,39,317,981.09,1000.0,1002.18,978.91
UFC 35: Throwdown,Kevin Randleman,Renato Sobral,win,39,318,1009.65,1022.69,1030.4,1001.94
UFC 35: Throwdown,Andrei Semenov,Ricardo Almeida,win,39,319,1000.0,1001.89,1020.11,981.78
UFC 35: Throwdown,Chuck Liddell,Amar Suloev,win,39,320,1075.45,1000.0,1091.17,984.28
UFC 35: Throwdown,Murilo Bustamante,Dave Menne,win,39,321,1001.08,1037.89,1023.19,1015.78
UFC 35: Throwdown,Ricco Rodriguez,Jeff Monson,win,39,322,1039.91,999.43,1057.59,981.75
UFC 35: Throwdown,Jens Pulver,BJ Penn,win,39,323,1098.95,1056.98,1116.55,1039.38
UFC 36: Worlds Collide,Sean Sherk,Jutaro Nakao,win,40,324,1018.85,1022.23,1039.04,1002.04
UFC 36: Worlds Collide,Matt Serra,Kelly Dullanty,win,40,325,1003.25,1000.0,1023.06,980.19
UFC 36: Worlds Collide,Frank Mir,Pete Williams,win,40,326,1021.15,980.86,1038.84,963.17
UFC 36: Worlds Collide,Evan Tanner,Elvis Sinosic,win,40,327,1056.12,1006.24,1073.27,989.09
UFC 36: Worlds Collide,Matt Lindland,Pat Miletich,win,40,328,1055.8,1113.27,1079.08,1089.99
UFC 36: Worlds Collide,Matt Hughes,Hayato Sakurai,win,40,329,1036.3,1000.0,1054.22,982.08
UFC 36: Worlds Collide,Pedro Rizzo,Andrei Arlovski,win,40,330,1059.84,998.85,1076.36,982.33
UFC 36: Worlds Collide,Josh Barnett,Randy Couture,win,40,331,1042.04,1136.07,1067.32,1110.79
UFC 37: High Impact,Robbie Lawler,Aaron Riley,win,41,332,1000.0,1000.0,1020.0,980.0
UFC 37: High Impact,Benji Radach,Steve Berger,nc,41,333,1000.0,980.0,1000.0,980.0
UFC 37: High Impact,Ivan Salaverry,Andrei Semenov,win,41,334,1000.0,1020.11,1021.16,998.95
UFC 37: High Impact,Caol Uno,Yves Edwards,win,41,335,988.12,978.98,1007.59,959.51
UFC 37: High Impact,Phil Baroni,Amar Suloev,win,41,336,1000.96,984.28,1020.0,965.24
UFC 37: High Impact,BJ Penn,Paul Creighton,win,41,337,1039.38,1000.0,1057.12,982.26
UFC 37: High Impact,Ricco Rodriguez,Tsuyoshi Kohsaka,win,41,338,1057.59,1018.21,1075.33,1000.47
UFC 37: High Impact,Murilo Bustamante,Matt Lindland,win,41,339,1023.19,1079.08,1046.38,1055.89
UFC 37.5: As Real As It Gets,Yves Edwards,Joao Pierini,win,42,340,959.51,1000.0,981.83,977.68
UFC 37.5: As Real As It Gets,Tony Fryklund,Rodrigo Ruas,win,42,341,1000.0,1000.0,1020.0,980.0
UFC 37.5: As Real As It Gets,Robbie Lawler,Steve Berger,win,42,342,1020.0,980.0,1037.71,962.29
UFC 37.5: As Real As It Gets,Pete Spratt,Zach Light,win,42,343,1000.0,1000.0,1020.0,980.0
UFC 37.5: As Real As It Gets,Benji Radach,Nick Serra,win,42,344,1000.0,1000.0,1020.0,980.0
UFC 37.5: As Real As It Gets,Chuck Liddell,Vitor Belfort,win,42,345,1091.17,1075.7,1110.28,1056.59
UFC 38: Brawl at the Hall,Evan Tanner,Chris Haseman,win,43,346,1073.27,1000.0,1089.11,984.16
UFC 38: Brawl at the Hall,Renato Sobral,Elvis Sinosic,win,43,347,1001.94,989.09,1021.2,969.83
UFC 38: Brawl at the Hall,Phillip Miller,James Zikic,win,43,348,1000.0,1000.0,1020.0,980.0
UFC 38: Brawl at the Hall,Genki Sudo,Leigh Remedios,win,43,349,1000.0,1000.0,1020.0,980.0
UFC 38: Brawl at the Hall,Mark Weir,Eugene Jackson,win,43,350,1000.0,996.74,1019.81,976.93
UFC 38: Brawl at the Hall,Ian Freeman,Frank Mir,win,43,351,1022.16,1038.84,1043.12,1017.88
UFC 38: Brawl at the Hall,Matt Hughes,Carlos Newton,win,43,352,1054.22,1006.12,1071.47,988.87
UFC 39: The Warriors Return,Sean Sherk,Benji Radach,win,44,353,1039.04,1020.0,1057.95,1001.09
UFC 39: The Warriors Return,Matt Lindland,Ivan Salaverry,win,44,354,1055.89,1021.16,1073.9,1003.15
UFC 39: The Warriors Return,Phil Baroni,Dave Menne,win,44,355,1020.0,1015.78,1039.76,996.02
UFC 39: The Warriors Return,Gan McGee,Pedro Rizzo,win,44,356,980.0,1076.36,1005.41,1050.95
UFC 39: The Warriors Return,Caol Uno,Din Thomas,win,44,357,1007.59,1002.51,1027.3,982.8
UFC 39: The Warriors Return,BJ Penn,Matt Serra,win,44,358,1057.12,1023.06,1075.17,1005.01
UFC 39: The Warriors Return,Tim Sylvia,Wesley Correira,win,44,359,1000.0,1000.0,1020.0,980.0
UFC 39: The Warriors Return,Ricco Rodriguez,Randy Couture,win,44,360,1075.33,1110.79,1097.36,1088.76
UFC 40: Vendetta,Phillip Miller,Mark Weir,win,45,361,1020.0,1019.81,1039.99,999.82
UFC 40: Vendetta,Vladimir Matyushenko,Travis Wiuff,win,45,362,1004.79,1000.0,1024.51,980.28
UFC 40: Vendetta,Andrei Arlovski,Ian Freeman,win,45,363,982.33,1043.12,1005.79,1019.66
UFC 40: Vendetta,Robbie Lawler,Tiki Ghosn,win,45,364,1037.71,961.15,1053.37,945.49
UFC 40: Vendetta,Carlos Newton,Pete Spratt,win,45,365,988.87,1020.0,1010.66,998.21
UFC 40: Vendetta,Matt Hughes,Gil Castillo,win,45,366,1071.47,1002.18,1087.53,986.12
UFC 40: Vendetta,Chuck Liddell,Renato Sobral,win,45,367,1110.28,1021.2,1125.26,1006.22
UFC 40: Vendetta,Tito Ortiz,Ken Shamrock,win,45,368,1118.38,1095.56,1137.07,1076.87
UFC 41: Onslaught,Yves Edwards,Rich Clementi,win,46,369,981.83,1000.0,1002.87,978.96
UFC 41: Onslaught,Gan McGee,Alexandre Dantas,win,46,370,1005.41,980.0,1023.95,961.46
UFC 41: Onslaught,Din Thomas,Matt Serra,win,46,371,982.8,1005.01,1004.08,983.73
UFC 41: Onslaught,Vladimir Matyushenko,Pedro Rizzo,win,46,372,1024.51,1050.95,1046.03,1029.43
UFC 41: Onslaught,Matt Lindland,Phil Baroni,win,46,373,1073.9,1039.76,1091.94,1021.72
UFC 41: Onslaught,BJ Penn,Caol Uno,draw,46,374,1075.17,1027.3,1083.8,1018.67
UFC 41: Onslaught,Frank Mir,David Abbott,win,46,375,1017.88,1019.09,1037.95,999.02
UFC 41: Onslaught,Tim Sylvia,Ricco Rodriguez,win,46,376,1020.0,1097.36,1044.38,1072.98
UFC 42: Sudden Impact,David Loiseau,Mark Weir,win,47,377,1000.0,999.82,1019.99,979.83
UFC 42: Sudden Impact,Hermes Franca,Richard Crunkilton,win,47,378,1000.0,1000.0,1020.0,980.0
UFC 42: Sudden Impact,Duane Ludwig,Genki Sudo,win,47,379,1000.0,1020.0,1021.15,998.85
UFC 42: Sudden Impact,Rich Franklin,Evan Tanner,win,47,380,1000.0,1089.11,1025.02,1064.09
UFC 42: Sudden Impact,Wesley Correira,Sean Alvarez,win,47,381,980.0,1000.0,1001.15,978.85
UFC 42: Sudden Impact,Dave Strasser,Romie Aram,win,47,382,1000.0,1000.0,1020.0,980.0
UFC 42: Sudden Impact,Pete Spratt,Robbie Lawler,win,47,383,998.21,1053.37,1021.36,1030.22
UFC 42: Sudden Impact,Matt Hughes,Sean Sherk,win,47,384,1087.53,1057.95,1105.83,1039.65
UFC 43: Meltdown,Pedro Rizzo,Tra Telligman,win,48,385,1029.43,983.66,1046.81,966.28
UFC 43: Meltdown,Falaniko Vitale,Matt Lindland,win,48,386,1000.0,1091.94,1025.17,1066.77
UFC 43: Meltdown,Yves Edwards,Eddie Ruiz,win,48,387,1002.87,1000.0,1022.7,980.17
UFC 43: Meltdown,Frank Mir,Wes Sims,win,48,388,1037.95,1000.0,1055.77,982.18
UFC 43: Meltdown,Vernon White,Ian Freeman,draw,48,389,1000.0,1019.66,1010.57,1009.09
UFC 43: Meltdown,Vitor Belfort,Marvin Eastman,win,48,390,1056.59,1000.0,1073.36,983.23
UFC 43: Meltdown,Kimo Leopoldo,David Abbott,win,48,391,975.59,999.02,996.94,977.67
UFC 43: Meltdown,Randy Couture,Chuck Liddell,win,48,392,1088.76,1125.26,1110.85,1103.17
UFC 44: Undisputed,Hermes Franca,Caol Uno,win,49,393,1020.0,1018.67,1039.92,998.75
UFC 44: Undisputed,Nick Diaz,Jeremy Jackson,win,49,394,1000.0,1000.0,1020.0,980.0
UFC 44: Undisputed,Josh Thomson,Gerald Strebendt,win,49,395,1000.0,1000.0,1020.0,980.0
UFC 44: Undisputed,Karo Parisyan,Dave Strasser,win,49,396,1000.0,1020.0,1021.15,998.85
UFC 44: Undisputed,Rich Franklin,Edwin DeWees,win,49,397,1025.02,1000.0,1043.58,981.44
UFC 44: Undisputed,Jorge Rivera,David Loiseau,win,49,398,1000.0,1019.99,1021.15,998.84
UFC 44: Undisputed,Tim Sylvia,Gan McGee,win,49,399,1044.38,1023.95,1063.21,1005.12
UFC 44: Undisputed,Andrei Arlovski,Vladimir Matyushenko,win,49,400,1005.79,1046.03,1028.1,1023.72
UFC 44: Undisputed,Randy Couture,Tito Ortiz,win,49,401,1110.85,1137.07,1132.36,1115.56
UFC 45: Revolution,Yves Edwards,Nick Agallar,win,50,402,1022.7,1000.0,1041.4,981.3
UFC 45: Revolution,Keith Rockel,Chris Liguori,win,50,403,978.58,1000.0,999.81,978.77
UFC 45: Revolution,Pedro Rizzo,Ricco Rodriguez,win,50,404,1046.81,1072.98,1068.31,1051.48
UFC 45: Revolution,Robbie Lawler,Chris Lytle,win,50,405,1030.22,980.0,1047.35,962.87
UFC 45: Revolution,Evan Tanner,Phil Baroni,win,50,406,1064.09,1021.72,1081.66,1004.15
UFC 45: Revolution,Wesley Correira,David Abbott,win,50,407,1001.15,977.67,1019.8,959.02
UFC 45: Revolution,Matt Lindland,Falaniko Vitale,win,50,408,1066.77,1025.17,1084.39,1007.55
UFC 45: Revolution,Matt Hughes,Frank Trigg,win,50,409,1105.83,1000.0,1119.92,985.91
UFC 46: Supernatural,Matt Serra,Jeff Curran,win,51,410,983.73,1000.0,1004.67,979.06
UFC 46: Supernatural,Josh Thomson,Hermes Franca,win,51,411,1020.0,1039.92,1041.15,1018.77
UFC 46: Supernatural,Georges St-Pierre,Karo Parisyan,win,51,412,1000.0,1021.15,1021.22,999.93
UFC 46: Supernatural,Lee Murray,Jorge Rivera,win,51,413,1000.0,1021.15,1021.22,999.93
UFC 46: Supernatural,Frank Mir,Wes Sims,win,51,414,1055.77,982.18,1071.6,966.35
UFC 46: Supernatural,BJ Penn,Matt Hughes,win,51,415,1083.8,1119.92,1105.87,1097.85
UFC 46: Supernatural,Renato Verissimo,Carlos Newton,win,51,416,1000.0,1010.66,1020.61,990.05
UFC 46: Supernatural,Vitor Belfort,Randy Couture,win,51,417,1073.36,1132.36,1096.72,1109.0
UFC 47: It's On!,Genki Sudo,Mike Brown,win,52,418,998.85,1000.0,1018.92,979.93
UFC 47: It's On!,Jonathan Wiezorek,Wade Shipp,win,52,419,1000.0,1000.0,1020.0,980.0
UFC 47: It's On!,Mike Kyle,Wes Sims,win,52,420,1000.0,966.35,1018.07,948.28
UFC 47: It's On!,Nick Diaz,Robbie Lawler,win,52,421,1020.0,1047.35,1041.57,1025.78
UFC 47: It's On!,Andrei Arlovski,Wesley Correira,win,52,422,1028.1,1019.8,1047.62,1000.28
UFC 47: It's On!,Yves Edwards,Hermes Franca,win,52,423,1041.4,1018.77,1060.1,1000.07
UFC 47: It's On!,Chris Lytle,Tiki Ghosn,win,52,424,962.87,945.49,981.87,926.49
UFC 47: It's On!,Chuck Liddell,Tito Ortiz,win,52,425,1103.17,1115.56,1123.88,1094.85
UFC 48: Payback,Trevor Prangley,Curtis Stout,win,53,426,1000.0,980.0,1018.85,961.15
UFC 48: Payback,Georges St-Pierre,Jay Hieron,win,53,427,1021.22,1000.0,1040.0,981.22
UFC 48: Payback,Matt Serra,Ivan Menjivar,win,53,428,1004.67,1000.0,1024.4,980.27
UFC 48: Payback,Evan Tanner,Phil Baroni,win,53,429,1081.66,1004.15,1097.27,988.54
UFC 48: Payback,Matt Hughes,Renato Verissimo,win,53,430,1097.85,1020.61,1113.48,1004.98
UFC 48: Payback,Frank Mir,Tim Sylvia,win,53,431,1071.6,1063.21,1091.12,1043.69
UFC 48: Payback,Frank Trigg,Dennis Hallman,win,53,432,985.91,1005.6,1007.04,984.47
UFC 48: Payback,Ken Shamrock,Kimo Leopoldo,win,53,433,1076.87,996.94,1092.35,981.46
UFC 49: Unfinished Business,Yves Edwards,Josh Thomson,win,54,434,1060.1,1041.15,1079.01,1022.24
UFC 49: Unfinished Business,Karo Parisyan,Nick Diaz,win,54,435,999.93,1041.57,1022.32,1019.18
UFC 49: Unfinished Business,Chris Lytle,Ronald Jhun,win,54,436,981.87,1000.0,1002.91,978.96
UFC 49: Unfinished Business,Justin Eilers,Mike Kyle,win,54,437,1000.0,1018.07,1021.04,997.03
UFC 49: Unfinished Business,David Terrell,Matt Lindland,win,54,438,1000.0,1084.39,1024.76,1059.63
UFC 49: Unfinished Business,Chuck Liddell,Vernon White,win,54,439,1123.88,1010.57,1137.58,996.87
UFC 49: Unfinished Business,Joe Riggs,Joe Doerksen,win,54,440,1000.0,1000.0,1020.0,980.0
UFC 49: Unfinished Business,Randy Couture,Vitor Belfort,win,54,441,1109.0,1096.72,1128.29,1077.43
UFC 50: The War Of '04,Travis Lutter,Marvin Eastman,win,55,442,1000.0,983.23,1019.04,964.19
UFC 50: The War Of '04,Ivan Salaverry,Tony Fryklund,win,55,443,1003.15,1020.0,1024.12,999.03
UFC 50: The War Of '04,Evan Tanner,Robbie Lawler,win,55,444,1097.27,1025.78,1113.21,1009.84
UFC 50: The War Of '04,Frank Trigg,Renato Verissimo,win,55,445,1007.04,1004.98,1026.92,985.1
UFC 50: The War Of '04,Matt Hughes,Georges St-Pierre,win,55,446,1113.48,1040.0,1129.31,1024.17
UFC 50: The War Of '04,Rich Franklin,Jorge Rivera,win,55,447,1043.58,999.93,1061.08,982.43
UFC 50: The War Of '04,Tito Ortiz,Patrick Cote,win,55,448,1094.85,1000.0,1109.52,985.33
UFC 51: Super Saturday,Nick Diaz,Drew Fickett,win,56,449,1019.18,1000.0,1038.08,981.1
UFC 51: Super Saturday,Karo Parisyan,Chris Lytle,win,56,450,1022.32,1002.91,1041.2,984.03
UFC 51: Super Saturday,David Loiseau,Gideon Ray,win,56,451,998.84,1000.0,1018.91,979.93
UFC 51: Super Saturday,Mike Kyle,James Irvin,win,56,452,997.03,1000.0,1017.2,979.83
UFC 51: Super Saturday,Paul Buentello,Justin Eilers,win,56,453,1000.0,1021.04,1021.21,999.83
UFC 51: Super Saturday,Evan Tanner,David Terrell,win,56,454,1113.21,1024.76,1128.23,1009.74
UFC 51: Super Saturday,Andrei Arlovski,Tim Sylvia,win,56,455,1047.62,1043.69,1067.39,1023.92
UFC 51: Super Saturday,Pete Sell,Phil Baroni,win,56,456,1000.0,988.54,1019.34,969.2
UFC 51: Super Saturday,Tito Ortiz,Vitor Belfort,win,56,457,1109.52,1077.43,1127.68,1059.27
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Alex Karalexis,Josh Rafferty,win,57,458,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Mike Swick,Alex Schoenauer,win,57,459,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Nate Quarry,Lodune Sincaid,win,57,460,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Josh Koscheck,Chris Sanford,win,57,461,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Chris Leben,Jason Thacker,win,57,462,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Sam Hoger,Bobby Southworth,win,57,463,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Diego Sanchez,Kenny Florian,win,57,464,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Forrest Griffin,Stephan Bonnar,win,57,465,1000.0,1000.0,1020.0,980.0
The Ultimate Fighter: Team Couture vs. Team Liddell Finale,Rich Franklin,Ken Shamrock,win,57,466,1061.08,1092.35,1082.88,1070.55
UFC 52: Couture vs Liddell 2,Mike van Arsdale,John Marsh,win,58,467,1020.0,1000.0,1038.85,981.15
UFC 52: Couture vs Liddell 2,Joe Doerksen,Patrick Cote,win,58,468,980.0,985.33,1000.31,965.02
UFC 52: Couture vs Liddell 2,Ivan Salaverry,Joe Riggs,win,58,469,1024.12,1020.0,1043.88,1000.24
UFC 52: Couture vs Liddell 2,Georges St-Pierre,Jason Miller,win,58,470,1024.17,1000.0,1042.78,981.39
UFC 52: Couture vs Liddell 2,Matt Lindland,Travis Lutter,win,58,471,1059.63,1019.04,1077.3,1001.37
UFC 52: Couture vs Liddell 2,Matt Hughes,Frank Trigg,win,58,472,1129.31,1026.92,1143.58,1012.65
UFC 52: Couture vs Liddell 2,Renato Sobral,Travis Wiuff,win,58,473,1006.22,980.28,1024.73,961.77
UFC 52: Couture vs Liddell 2,Chuck Liddell,Randy Couture,win,58,474,1137.58,1128.29,1157.05,1108.82
UFC 53: Heavy Hitters,Nick Diaz,Koji Oishi,win,59,475,1038.08,983.23,1054.95,966.36
UFC 53: Heavy Hitters,David Loiseau,Charles McCarthy,win,59,476,1018.91,1000.0,1037.82,981.09
UFC 53: Heavy Hitters,Nate Quarry,Shonie Carter,win,59,477,1020.0,1038.85,1041.08,1017.77
UFC 53: Heavy Hitters,Paul Buentello,Kevin Jordan,win,59,478,1021.21,1000.0,1039.99,981.22
UFC 53: Heavy Hitters,Forrest Griffin,Bill Mahood,win,59,479,1020.0,1000.0,1038.85,981.15
UFC 53: Heavy Hitters,Rich Franklin,Evan Tanner,win,59,480,1082.88,1128.23,1105.48,1105.63
UFC 53: Heavy Hitters,Karo Parisyan,Matt Serra,win,59,481,1041.2,1024.4,1060.23,1005.37
UFC 53: Heavy Hitters,Andrei Arlovski,Justin Eilers,win,59,482,1067.39,999.83,1083.55,983.67
UFC Fight Night 1,Drew Fickett,Josh Neer,win,60,483,981.1,1000.0,1002.19,978.91
UFC Fight Night 1,Kenny Florian,Alex Karalexis,win,60,484,980.0,1020.0,1002.29,997.71
UFC Fight Night 1,Mike Swick,Gideon Ray,win,60,485,1020.0,979.93,1037.7,962.23
UFC Fight Night 1,Josh Koscheck,Pete Spratt,win,60,486,1020.0,1021.36,1040.08,1001.28
UFC Fight Night 1,Nate Quarry,Pete Sell,win,60,487,1041.08,1019.34,1059.83,1000.59
UFC Fight Night 1,Stephan Bonnar,Sam Hoger,win,60,488,980.0,1020.0,1002.29,997.71
UFC Fight Night 1,Chris Leben,Patrick Cote,win,60,489,1020.0,965.02,1036.86,948.16
UFC Fight Night 1,Nate Marquardt,Ivan Salaverry,win,60,490,1000.0,1043.88,1022.51,1021.37
